249251000	249250621
243200000	243199373
198023000	198022430
191155000	191154276
180916000	180915260
171116000	171115067
159139000	159138663
146365000	146364022
141214000	141213431
135535000	135534747
135007000	135006516
133852000	133851895
115170000	115169878
107350000	107349540
102532000	102531392
90355000	90354753
81196000	81195210
78078000	78077248
59129000	59128983
63026000	63025520
48130000	48129895
51305000	51304566
155271000	155270560
59374000	59373566
